Source,Target,SourceType,TargetType
钻心虫,鑽心蟲,简体词组,繁体词组
钻懒帮闲,鑽懶幫閒,简体词组,繁体词组
钻杆,鑽桿,简体词组,繁体词组
钻皮出羽,鑽皮出羽,简体词组,繁体词组
钻石项链,鑽石項鍊,简体词组,繁体词组
钼,鉬,简体字符,繁体字符
钽,鉭,简体字符,繁体字符
钾,鉀,简体字符,繁体字符
钿,鈿,简体字符,繁体字符
钿合,鈿合,简体词组,繁体词组
钿头云篦,鈿頭雲篦,简体词组,繁体词组
铀,鈾,简体字符,繁体字符
铁,鐵,简体字符,繁体字符
铁云藏龟,鐵雲藏龜,简体词组,繁体词组
铁价,鐵價,简体词组,繁体词组
铁制,鐵製,简体词组,繁体词组
铁厂,鐵廠,简体词组,繁体词组
铁叶,鐵葉,简体词组,繁体词组
铁合金,鐵合金,简体词组,繁体词组
铁娘子,鐵娘子,简体词组,繁体词组
铁托,鐵托,简体词组,繁体词组
铁扣,鐵釦,简体词组,繁体词组
铁拐,鐵柺,简体词组,繁体词组
铁杆,鐵桿,简体词组,繁体词组
铁杠,鐵槓,简体词组,繁体词组
铁板,鐵板,简体词组,繁体词组
铁板大鼓,鐵板大鼓,简体词组,繁体词组
铁板快书,鐵板快書,简体词组,繁体词组
铁板注脚,鐵板註腳,简体词组,繁体词组
铁板烧,鐵板燒,简体词组,繁体词组
铁板牛柳,鐵板牛柳,简体词组,繁体词组
铁板牛肉,鐵板牛肉,简体词组,繁体词组
铁板茄子,鐵板茄子,简体词组,繁体词组
铁板路,鐵板路,简体词组,繁体词组
铁板面,鐵板麪,简体词组,繁体词组
铁柜,鐵櫃,简体词组,繁体词组
铁栏杆,鐵欄杆,简体词组,繁体词组
铁甲虫,鐵甲蟲,简体词组,繁体词组
铁索郎当,鐵索郎當,简体词组,繁体词组
铁胃团,鐵胃團,简体词组,繁体词组
铁苏木,鐵蘇木,简体词组,繁体词组
铁路干线,鐵路幹線,简体词组,繁体词组
铁针,鐵針,简体词组,繁体词组
铁钟,鐵鐘,简体词组,繁体词组
铁铲,鐵鏟,简体词组,繁体词组
铁链,鐵鏈,简体词组,繁体词组
铁锤,鐵錘,简体词组,繁体词组
铁雕,鐵雕,简体词组,繁体词组
铁面,鐵面,简体词组,繁体词组
铁面判官,鐵面判官,简体词组,繁体词组
铁面御史,鐵面御史,简体词组,繁体词组
铁面无情,鐵面無情,简体词组,繁体词组
铁面无私,鐵面無私,简体词组,繁体词组
铂,鉑,简体字符,繁体字符
铃,鈴,简体字符,繁体字符
铃虫,鈴蟲,简体词组,繁体词组
铄,鑠,简体字符,繁体字符
铅,鉛,简体字符,繁体字符
铅制,鉛製,简体词组,繁体词组
铅字合金,鉛字合金,简体词组,繁体词组
铅板,鉛板,简体词组,繁体词组
铆,鉚,简体字符,繁体字符
铇,鉋,简体字符,繁体字符
铈,鈰,简体字符,繁体字符
铉,鉉,简体字符,繁体字符
铉台,鉉臺,简体词组,繁体词组
铊,鉈,简体字符,繁体字符
铋,鉍,简体字符,繁体字符
铌,鈮,简体字符,繁体字符
铍,鈹,简体字符,繁体字符
铎,鐸,简体字符,繁体字符
铏,鉶,简体字符,繁体字符
铐,銬,简体字符,繁体字符
铑,銠,简体字符,繁体字符
铒,鉺,简体字符,繁体字符
铓,鋩,简体字符,繁体字符
铔,錏,简体字符,繁体字符
铕,銪,简体字符,繁体字符
铖,鋮,简体字符,繁体字符
铗,鋏,简体字符,繁体字符
铘,鋣,简体字符,繁体字符
铙,鐃,简体字符,繁体字符
铚,銍,简体字符,繁体字符
铛,鐺,简体字符,繁体字符
铜,銅,简体字符,繁体字符
铜制,銅製,简体词组,繁体词组
铜制品,銅製品,简体词组,繁体词组
铜厂,銅廠,简体词组,繁体词组
铜叶,銅葉,简体词组,繁体词组
铜山西崩洛钟东应,銅山西崩洛鐘東應,简体词组,繁体词组
铜扣,銅釦,简体词组,繁体词组
铜斗儿,銅斗兒,简体词组,繁体词组
铜斗儿家缘,銅斗兒家緣,简体词组,繁体词组
铜板,銅板,简体词组,繁体词组
铜梁,銅梁,简体词组,繁体词组
铜梁县,銅梁縣,简体词组,繁体词组
铜琵铁板,銅琵鐵板,简体词组,繁体词组
铜范,銅範,简体词组,繁体词组
铜钟,銅鐘,简体词组,繁体词组
铜雀台,銅雀臺,简体词组,繁体词组
铜雕,銅雕,简体词组,繁体词组
铝,鋁,简体字符,繁体字符
铝制,鋁製,简体词组,繁体词组
铝制品,鋁製品,简体词组,繁体词组
铝合金,鋁合金,简体词组,繁体词组
铝板,鋁板,简体词组,繁体词组
铞,銱,简体字符,繁体字符
铟,銦,简体字符,繁体字符
铠,鎧,简体字符,繁体字符
铠胄,鎧冑,简体词组,繁体词组
铡,鍘,简体字符,繁体字符
铢,銖,简体字符,繁体字符
铣,銑,简体字符,繁体字符
铤,鋌,简体字符,繁体字符
铥,銩,简体字符,繁体字符
铦,銛,简体字符,繁体字符
铧,鏵,简体字符,繁体字符
铨,銓,简体字符,繁体字符
铩,鎩,简体字符,繁体字符
铪,鉿,简体字符,繁体字符
铫,銚,简体字符,繁体字符
铬,鉻,简体字符,繁体字符
铭,銘,简体字符,繁体字符
铮,錚,简体字符,繁体字符
铯,銫,简体字符,繁体字符
铯钟,銫鐘,简体词组,繁体词组
铰,鉸,简体字符,繁体字符
铰链,鉸鏈,简体词组,繁体词组
铰链叶,鉸鏈葉,简体词组,繁体词组
铱,銥,简体字符,繁体字符
铲,鏟 剷,简体字符,繁体字符
铲下,剷下,简体词组,繁体词组
铲伤,剷傷,简体词组,繁体词组
铲倒,剷倒,简体词组,繁体词组
铲出,剷出,简体词组,繁体词组
铲凿,剷鑿,简体词组,繁体词组
铲刀,剷刀,简体词组,繁体词组
铲刈,剷刈,简体词组,繁体词组
铲土,剷土,简体词组,繁体词组
铲土机,鏟土機,简体词组,繁体词组
铲头,鏟頭,简体词组,繁体词组
铲子,鏟子,简体词组,繁体词组
铲射,剷射,简体词组,繁体词组
铲平,剷平,简体词组,繁体词组
铲抢,剷搶,简体词组,繁体词组
铲掉,剷掉,简体词组,繁体词组
铲斗,剷鬥,简体词组,繁体词组
铲断,剷斷,简体词组,繁体词组
铲板,剷板,简体词组,繁体词组
铲煤,剷煤,简体词组,繁体词组
铲球,剷球,简体词组,繁体词组
铲草,剷草,简体词组,繁体词组
铲起,剷起,简体词组,繁体词组
铲车,剷車,简体词组,繁体词组
铲运机,鏟運機,简体词组,繁体词组
铲运车,鏟運車,简体词组,繁体词组
铲铲,剷剷,简体词组,繁体词组
铲除,剷除,简体词组,繁体词组
铲雪,剷雪,简体词组,繁体词组
铲雪车,鏟雪車,简体词组,繁体词组
铳,銃,简体字符,繁体字符
铴,鐋,简体字符,繁体字符
铵,銨,简体字符,繁体字符
银,銀,简体字符,繁体字符
银丝卷,銀絲捲,简体词组,繁体词组
银价,銀價,简体词组,繁体词组
银制,銀製,简体词组,繁体词组
银发,銀髮,简体词组,繁体词组
银发产业,銀髮產業,简体词组,繁体词组
银发族,銀髮族,简体词组,繁体词组
银台,銀臺,简体词组,繁体词组
银合欢,銀合歡,简体词组,繁体词组
银团,銀團,简体词组,繁体词组
银本位制,銀本位制,简体词组,繁体词组
银朱,銀硃,简体词组,繁体词组
银杯,銀盃 銀杯,简体词组,繁体词组
银杯羽化,銀杯羽化,简体词组,繁体词组
银板,銀板,简体词组,繁体词组
银柜,銀櫃,简体词组,繁体词组
银核,銀核,简体词组,繁体词组
银河系,銀河系,简体词组,繁体词组
银纤维,銀纖維,简体词组,繁体词组
银色冲浪手,銀色衝浪手,简体词组,繁体词组
银行体系资金,銀行體系資金,简体词组,繁体词组
银行借款,銀行借款,简体词组,繁体词组
银行利害关系人,銀行利害關係人,简体词组,繁体词组
银行团,銀行團,简体词组,繁体词组
银行存折,銀行存摺,简体词组,繁体词组
银针,銀針,简体词组,繁体词组
银须,銀鬚,简体词组,繁体词组
铷,銣,简体字符,繁体字符
铸,鑄,简体字符,繁体字符
铸币厂,鑄幣廠,简体词组,繁体词组
铸造出,鑄造出,简体词组,繁体词组
铸钟,鑄鐘,简体词组,繁体词组
铹,鐒,简体字符,繁体字符
铺,鋪,简体字符,繁体字符
铺了,鋪了,简体词组,繁体词组
铺伙,鋪夥,简体词组,繁体词组
铺出,鋪出,简体词组,繁体词组
铺出去,鋪出去,简体词组,繁体词组
铺出来,鋪出來,简体词组,繁体词组
铺向,鋪向,简体词组,繁体词组
铺地板,鋪地板,简体词组,繁体词组
铺板,鋪板,简体词组,繁体词组
铺盖卷儿,鋪蓋捲兒,简体词组,繁体词组
铺眉蒙眼,鋪眉蒙眼,简体词组,繁体词组
铺锦列绣,鋪錦列繡,简体词组,繁体词组
铺面,鋪面,简体词组,繁体词组
铺面临街房,鋪面臨街房,简体词组,繁体词组
铺面房,鋪面房,简体词组,繁体词组
铻,鋙,简体字符,繁体字符
铼,錸,简体字符,繁体字符
铽,鋱,简体字符,繁体字符
链,鏈 鍊,简体字符,繁体字符
链传动,鏈傳動,简体词组,繁体词组
链反应,鏈反應,简体词组,繁体词组
链坠,鍊墜,简体词组,繁体词组
链套,鏈套,简体词组,繁体词组
链子,鏈子,简体词组,繁体词组
链式,鏈式,简体词组,繁体词组
